record_id,year,exam,round,category,home_region,university_quota,stream,branch,college_code,college_name,college_type,city,district,state,naac_grade,naac_score,nirf_rank,fees_per_year,total_seats,category_seats,student_percentile,student_rank,aptitude_score,aptitude_stream_suitability,closing_percentile,closing_rank,previous_year_closing_percentile,previous_year_closing_rank,cutoff_trend_3yr,admission_probability
838,2023,MHT CET,CAP Round 2,EWS,Mumbai University,Other University,Engineering,Computer Engineering,03123,"Lokmanya Tilak College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.03,435,138000,600,11,79.68,51388,83,Technology,87.8,30588,86.7,33776,Increasing: 86.70->87.80->88.60,Low
839,2023,MHT CET,CAP Round 3,OBC,Pune University,Other University,Engineering,Computer Engineering,06155,"G.H. Raisoni College of Engineering and Management, Wagholi, Pune",Private,Pune,Pune,Maharashtra,A,3.03,510,112000,660,16,78.04,55192,67,Technology,80.4,49228,79.3,51913,Increasing: 79.30->80.40->81.20,Medium
840,2022,MHT CET,CAP Round 3,ST,Pune University,All India,Engineering,Electrical Engineering,06280,"Sinhgad College of Engineering, Vadgaon, Pune",Private,Pune,Pune,Maharashtra,A,3.12,350,135000,900,4,74.66,63746,82,Technology,77.4,56528,76.6,58791,Increasing: 77.40->78.50->79.30,Medium
841,2023,JEE,CAP Round 2,OPEN,Mumbai University,Other University,Engineering,Cyber Security,03124,"Saraswati College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.69,580,112000,420,17,83.2,203341,80,Technology,81.1,228209,80.0,240548,Increasing: 80.00->81.10->81.90,Medium
842,2022,JEE,CAP Round 3,SC,Pune University,All India,Engineering,Information Technology,06276,"Army Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.33,180,195000,480,12,84.91,182450,83,Technology,91.7,100143,90.9,109461,Increasing: 91.70->92.80->93.60,Low
843,2024,MHT CET,CAP Round 3,OBC,Mumbai University,Other University,Engineering,Mechanical Engineering,03120,"Terna Engineering College, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.67,550,125000,480,20,79.94,50590,69,Mechanical,73.5,66590,72.7,68552,Increasing: 71.60->72.70->73.50,High
844,2024,JEE,CAP Round 1,EWS,Pune University,Other University,Engineering,Computer Engineering,06285,"Dhole Patil College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.73,600,93000,480,4,76.05,287955,74,Technology,81.1,228112,80.3,236481,Increasing: 79.20->80.30->81.10,Low
845,2023,JEE,CAP Round 3,OPEN,Mumbai University,Home University,Engineering,Mechanical Engineering,03118,"SIES Graduate School of Technology, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.13,375,142000,600,30,87.69,148289,44,Mechanical,85.0,180121,83.9,194259,Increasing: 83.90->85.00->85.80,High
846,2024,MHT CET,CAP Round 3,ST,Pune University,Home University,Engineering,Mechanical Engineering,06271,"COEP Technological University, Pune",Govt,Pune,Pune,Maharashtra,A++,3.74,73,55000,720,5,89.83,25540,82,Mechanical,86.3,34794,85.5,36638,Increasing: 84.40->85.50->86.30,High
847,2023,JEE,CAP Round 2,ST,Pune University,All India,Engineering,Civil Engineering,06206,"Pune District Education Association's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B++,2.83,560,90000,420,4,65.3,417266,70,Civil,65.8,410856,64.7,423849,Increasing: 64.70->65.80->66.60,Medium
848,2023,MHT CET,CAP Round 3,VJNT,Pune University,Home University,Engineering,Information Technology,06146,"MIT Academy of Engineering, Alandi, Pune",Private,Pune,Pune,Maharashtra,A,3.23,310,175000,840,5,90.71,23524,66,Technology,87.0,32662,85.9,35636,Increasing: 85.90->87.00->87.80,High
849,2023,MHT CET,CAP Round 1,OBC,Pune University,Other University,Engineering,Artificial Intelligence and Data Science,06279,"Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Private,Pune,Pune,Maharashtra,A,3.19,260,135000,780,26,89.5,26762,62,Technology,95.3,12333,94.2,14990,Increasing: 94.20->95.30->96.10,Low
850,2024,MHT CET,CAP Round 2,ST,Mumbai University,Other University,Engineering,Mechanical Engineering,03110,"Atharva College of Engineering, Malad, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.88,490,132000,600,7,77.57,56439,55,Mechanical,71.7,71065,70.9,73054,Increasing: 69.80->70.90->71.70,High
851,2022,MHT CET,CAP Round 1,OPEN,Pune University,Other University,Engineering,Information Technology,06146,"MIT Academy of Engineering, Alandi, Pune",Private,Pune,Pune,Maharashtra,A,3.23,310,170000,840,41,92.15,20080,72,Technology,95.3,11773,94.5,14171,Increasing: 95.30->96.40->97.20,Low
852,2022,JEE,CAP Round 1,VJNT,Mumbai University,Other University,Engineering,Robotics and Automation,03104,"K. J. Somaiya College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.27,210,225000,720,4,98.87,15154,74,Technology,95.0,60850,94.2,70571,Increasing: 95.00->96.10->96.90,High
853,2024,JEE,CAP Round 2,OBC,Mumbai University,Other University,Engineering,Chemical Engineering,03116,"St. Francis Institute of Technology, Borivali, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.16,360,155000,660,25,84.65,185547,60,Science,87.1,155300,86.3,165902,Increasing: 85.20->86.30->87.10,Medium
854,2023,JEE,CAP Round 3,EWS,Mumbai University,Home University,Engineering,Robotics and Automation,03122,"Datta Meghe College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.05,400,131000,600,6,79.63,245057,76,Technology,85.4,176382,84.3,189168,Increasing: 84.30->85.40->86.20,Low
855,2024,JEE,CAP Round 3,OPEN,Pune University,All India,Engineering,Information Technology,06285,"Dhole Patil College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.73,600,98000,480,21,81.96,217279,59,Technology,79.6,245616,78.8,254892,Increasing: 77.70->78.80->79.60,Medium
856,2024,MHT CET,CAP Round 2,EWS,Pune University,Other University,Engineering,Electrical Engineering,06275,"Maharashtra Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.26,230,185000,720,9,96.37,9463,88,Technology,93.6,16351,92.8,18096,Increasing: 91.70->92.80->93.60,High
857,2022,JEE,CAP Round 1,OBC,Pune University,All India,Engineering,Computer Engineering,06283,"Indira College of Engineering and Management, Pune",Private,Pune,Pune,Maharashtra,B++,2.88,520,115000,540,12,77.01,277432,86,Technology,83.1,204579,82.3,214106,Increasing: 83.10->84.20->85.00,Low
858,2022,MHT CET,CAP Round 3,ST,Mumbai University,Home University,Engineering,Artificial Intelligence and Data Science,03110,"Atharva College of Engineering, Malad, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.87,490,142000,600,5,70.9,72973,56,Technology,72.8,68392,72.0,70451,Increasing: 72.80->73.90->74.70,Medium
859,2022,MHT CET,CAP Round 3,OBC,Mumbai University,Home University,Engineering,Information Technology,03148,"Shah & Anchor Kutchhi Engineering College, Chembur, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.11,385,150000,600,20,90.03,25455,62,Technology,84.4,39271,83.6,41077,Increasing: 84.40->85.50->86.30,High
860,2022,JEE,CAP Round 2,OBC,Mumbai University,Other University,Engineering,Chemical Engineering,03113,"Rajiv Gandhi Institute of Technology, Andheri, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.96,485,125000,540,19,80.53,234038,68,Science,78.7,257197,77.9,266280,Increasing: 78.70->79.80->80.60,Medium
861,2022,MHT CET,CAP Round 3,VJNT,Mumbai University,Home University,Engineering,Mechanical Engineering,03125,"M.H. Saboo Siddik College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,2.98,475,132000,420,4,71.29,72239,75,Mechanical,73.4,66590,72.6,69010,Increasing: 73.40->74.50->75.30,Medium
862,2024,MHT CET,CAP Round 3,OBC,Mumbai University,Other University,Engineering,Electrical Engineering,03114,"Don Bosco Institute of Technology, Kurla, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.86,500,133000,480,9,72.68,68512,74,Technology,78.7,53537,77.9,55400,Increasing: 76.80->77.90->78.70,Low
863,2024,JEE,CAP Round 1,OPEN,Pune University,Home University,Engineering,Artificial Intelligence and Data Science,06146,"MIT Academy of Engineering, Alandi, Pune",Private,Pune,Pune,Maharashtra,A,3.24,310,175000,840,36,91.27,105198,73,Technology,97.4,32139,96.6,41271,Increasing: 95.50->96.60->97.40,Low
864,2022,MHT CET,CAP Round 3,SC,Mumbai University,Home University,Engineering,Mechanical Engineering,03124,"Saraswati College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.69,580,122000,420,5,64.02,90275,64,Mechanical,64.4,89117,63.6,91385,Increasing: 64.40->65.50->66.30,Medium
865,2023,JEE,CAP Round 2,ST,Pune University,Other University,Engineering,Chemical Engineering,06325,"Alard College of Engineering and Management, Pune",Private,Pune,Pune,Maharashtra,B+,2.62,620,95000,420,9,69.28,369239,66,Science,63.3,441439,62.2,454816,Increasing: 62.20->63.30->64.10,High
866,2024,JEE,CAP Round 1,ST,Mumbai University,Other University,Engineering,Chemical Engineering,03112,"Xavier Institute of Engineering, Mahim, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.01,460,145000,420,4,78.2,262969,66,Science,77.1,274924,76.3,284995,Increasing: 75.20->76.30->77.10,Medium
867,2022,MHT CET,CAP Round 1,EWS,Mumbai University,Home University,Engineering,Mechanical Engineering,03123,"Lokmanya Tilak College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.05,435,128000,600,4,74.06,64958,77,Mechanical,81.8,45855,81.0,47568,Increasing: 81.80->82.90->83.70,Low
868,2024,MHT CET,CAP Round 3,EWS,Mumbai University,Home University,Engineering,Computer Engineering,03118,"SIES Graduate School of Technology, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.09,375,137000,600,9,89.0,27897,84,Technology,88.7,28327,87.9,30536,Increasing: 86.80->87.90->88.70,Medium
869,2022,MHT CET,CAP Round 1,SC,Mumbai University,All India,Engineering,Chemical Engineering,03148,"Shah & Anchor Kutchhi Engineering College, Chembur, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.11,385,135000,600,5,83.29,42275,73,Science,80.3,49328,79.5,51643,Increasing: 80.30->81.40->82.20,High
870,2023,MHT CET,CAP Round 3,EWS,Pune University,Other University,Engineering,Electronics and Telecommunication Engineering,06276,"Army Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.29,180,185000,480,5,97.62,6118,47,Technology,94.9,12942,93.8,15666,Increasing: 93.80->94.90->95.70,High
871,2022,JEE,CAP Round 2,OBC,Mumbai University,Other University,Engineering,Chemical Engineering,03184,"Fr. Conceicao Rodrigues College of Engineering, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.23,270,165000,600,21,81.78,219014,69,Science,89.9,122240,89.1,131192,Increasing: 89.90->91.00->91.80,Low
872,2023,JEE,CAP Round 2,ST,Pune University,All India,Engineering,Cyber Security,06275,"Maharashtra Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.23,230,185000,720,4,89.75,123191,83,Technology,89.2,131321,88.1,143357,Increasing: 88.10->89.20->90.00,Medium
873,2022,MHT CET,CAP Round 2,ST,Pune University,Other University,Engineering,Mechanical Engineering,06282,"JSPM Rajarshi Shahu College of Engineering, Tathawade, Pune",Private,Pune,Pune,Maharashtra,A,3.03,420,110000,780,8,70.4,74149,74,Mechanical,73.3,67325,72.5,68897,Increasing: 73.30->74.40->75.20,Medium
874,2024,JEE,CAP Round 2,OPEN,Pune University,All India,Engineering,Chemical Engineering,06325,"Alard College of Engineering and Management, Pune",Private,Pune,Pune,Maharashtra,B+,2.66,620,90000,420,15,79.26,249744,73,Science,74.7,304335,73.9,314503,Increasing: 72.80->73.90->74.70,High
875,2022,MHT CET,CAP Round 1,ST,Pune University,All India,Engineering,Robotics and Automation,06155,"G.H. Raisoni College of Engineering and Management, Wagholi, Pune",Private,Pune,Pune,Maharashtra,A,3.0,510,107000,660,5,70.04,75306,71,Technology,73.6,66377,72.8,68253,Increasing: 73.60->74.70->75.50,Low
876,2023,MHT CET,CAP Round 2,OBC,Mumbai University,Home University,Engineering,Artificial Intelligence and Data Science,03120,"Terna Engineering College, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.7,550,125000,480,19,76.07,59957,73,Technology,78.1,55325,77.0,57551,Increasing: 77.00->78.10->78.90,Medium
877,2024,JEE,CAP Round 1,OBC,Pune University,Home University,Engineering,Electrical Engineering,06271,"COEP Technological University, Pune",Govt,Pune,Pune,Maharashtra,A++,3.72,73,55000,720,23,91.37,105121,80,Technology,99.2,10036,98.4,19748,Increasing: 97.30->98.40->99.20,Low
878,2023,MHT CET,CAP Round 1,EWS,Mumbai University,Home University,Engineering,Mechanical Engineering,03125,"M.H. Saboo Siddik College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.03,475,122000,420,4,73.34,66850,73,Mechanical,80.9,48130,79.8,50816,Increasing: 79.80->80.90->81.70,Low
879,2023,JEE,CAP Round 3,ST,Pune University,Other University,Engineering,Cyber Security,06291,"RMD Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B++,2.8,590,107000,480,4,74.02,313345,88,Technology,68.4,380465,67.3,393043,Increasing: 67.30->68.40->69.20,High
880,2022,JEE,CAP Round 1,VJNT,Mumbai University,Home University,Engineering,Mechanical Engineering,03139,"Vidyalankar Institute of Technology, Wadala, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.3,340,145000,720,6,89.88,122615,73,Mechanical,84.9,182485,84.1,191575,Increasing: 84.90->86.00->86.80,High
881,2024,MHT CET,CAP Round 3,EWS,Pune University,Other University,Engineering,Information Technology,06155,"G.H. Raisoni College of Engineering and Management, Wagholi, Pune",Private,Pune,Pune,Maharashtra,A,3.0,510,122000,660,4,73.69,65924,71,Technology,81.7,45871,80.9,47972,Increasing: 79.80->80.90->81.70,Low
882,2022,MHT CET,CAP Round 1,VJNT,Mumbai University,Home University,Engineering,Electrical Engineering,03118,"SIES Graduate School of Technology, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.11,375,137000,600,4,82.64,43549,71,Technology,82.8,43310,82.0,45461,Increasing: 82.80->83.90->84.70,Medium
883,2024,MHT CET,CAP Round 3,EWS,Mumbai University,Home University,Engineering,Mechanical Engineering,03104,"K. J. Somaiya College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.32,210,225000,720,14,88.03,30352,69,Mechanical,91.5,21337,90.7,23595,Increasing: 89.60->90.70->91.50,Low
884,2022,MHT CET,CAP Round 2,SC,Mumbai University,Other University,Engineering,Computer Engineering,03123,"Lokmanya Tilak College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.04,435,138000,600,6,76.44,59478,82,Technology,81.0,47842,80.2,50050,Increasing: 81.00->82.10->82.90,Low
885,2024,JEE,CAP Round 3,ST,Mumbai University,Home University,Engineering,Information Technology,03110,"Atharva College of Engineering, Malad, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.89,490,137000,600,6,79.48,247578,70,Technology,75.3,297494,74.5,306363,Increasing: 73.40->74.50->75.30,High
886,2023,JEE,CAP Round 3,ST,Mumbai University,Home University,Engineering,Computer Engineering,03110,"Atharva College of Engineering, Malad, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.91,490,127000,600,6,81.69,220269,67,Technology,75.2,297760,74.1,310891,Increasing: 74.10->75.20->76.00,High
887,2022,MHT CET,CAP Round 1,ST,Pune University,Home University,Engineering,Electrical Engineering,06271,"COEP Technological University, Pune",Govt,Pune,Pune,Maharashtra,A++,3.76,73,55000,720,4,86.77,33482,73,Technology,89.3,26993,88.5,28825,Increasing: 89.30->90.40->91.20,Medium
888,2022,MHT CET,CAP Round 2,EWS,Pune University,All India,Engineering,Electrical Engineering,06288,"Genba Sopanrao Moze College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B,2.44,700,90000,360,9,64.78,88601,69,Technology,66.8,83280,66.0,85247,Increasing: 66.80->67.90->68.70,Medium
889,2024,JEE,CAP Round 3,ST,Mumbai University,Home University,Engineering,Robotics and Automation,03101,"Veermata Jijabai Technological Institute (VJTI), Mumbai",Govt,Mumbai,Mumbai,Maharashtra,A++,3.71,84,85000,720,4,91.72,100958,79,Technology,90.8,110559,90.0,121387,Increasing: 88.90->90.00->90.80,Medium
890,2022,MHT CET,CAP Round 1,ST,Mumbai University,Home University,Engineering,Computer Engineering,03122,"Datta Meghe College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.06,400,146000,600,5,76.1,60278,70,Technology,80.8,48258,80.0,50176,Increasing: 80.80->81.90->82.70,Low
891,2023,MHT CET,CAP Round 2,ST,Pune University,Home University,Engineering,Mechanical Engineering,06292,"Zeal College of Engineering and Research, Pune",Private,Pune,Pune,Maharashtra,B++,2.82,570,100000,540,9,66.72,83590,66,Mechanical,63.7,90862,62.6,93664,Increasing: 62.60->63.70->64.50,High
892,2024,JEE,CAP Round 3,OBC,Mumbai University,Other University,Engineering,Mechanical Engineering,03139,"Vidyalankar Institute of Technology, Wadala, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.32,340,145000,720,17,81.88,218185,58,Mechanical,86.8,159940,86.0,169332,Increasing: 84.90->86.00->86.80,Low
893,2022,JEE,CAP Round 2,SC,Pune University,Home University,Engineering,Artificial Intelligence and Data Science,06279,"Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Private,Pune,Pune,Maharashtra,A,3.15,260,135000,780,7,90.83,110848,75,Technology,87.5,151188,86.7,160465,Increasing: 87.50->88.60->89.40,High
894,2024,MHT CET,CAP Round 3,ST,Pune University,All India,Engineering,Robotics and Automation,06325,"Alard College of Engineering and Management, Pune",Private,Pune,Pune,Maharashtra,B+,2.66,620,105000,420,5,69.52,76623,100,Technology,65.3,86914,64.5,88843,Increasing: 63.40->64.50->65.30,High
895,2024,JEE,CAP Round 3,ST,Pune University,Other University,Engineering,Electrical Engineering,06155,"G.H. Raisoni College of Engineering and Management, Wagholi, Pune",Private,Pune,Pune,Maharashtra,A,2.99,510,122000,660,4,64.24,429380,90,Technology,71.2,346384,70.4,355322,Increasing: 69.30->70.40->71.20,Low
896,2023,MHT CET,CAP Round 1,VJNT,Pune University,Home University,Engineering,Information Technology,06272,"Pune Institute of Computer Technology, Pune",Private,Pune,Pune,Maharashtra,A+,3.52,101,120000,660,8,99.95,507,87,Technology,97.7,5980,96.6,8616,Increasing: 96.60->97.70->98.50,Medium
897,2024,MHT CET,CAP Round 2,OBC,Pune University,Other University,Engineering,Electrical Engineering,06139,"Progressive Education Society's Modern College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A,3.08,390,113000,660,19,78.38,54452,71,Technology,84.9,38083,84.1,40041,Increasing: 83.00->84.10->84.90,Low
898,2023,JEE,CAP Round 3,SC,Mumbai University,Other University,Engineering,Artificial Intelligence and Data Science,03123,"Lokmanya Tilak College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.05,435,123000,600,5,86.95,158348,79,Technology,81.6,221596,80.5,235170,Increasing: 80.50->81.60->82.40,High
899,2024,JEE,CAP Round 3,ST,Mumbai University,Home University,Engineering,Electronics and Telecommunication Engineering,03184,"Fr. Conceicao Rodrigues College of Engineering, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.2,270,160000,600,6,88.25,142060,88,Technology,85.0,180430,84.2,190376,Increasing: 83.10->84.20->85.00,High
